,OID_,X,Site_ID,Date,Latitude,Longitude,Parameter,WQ_Value,Units,Method_Description,B2,B3,B4,B5,B6,B7,SCL,NDCI,TwoBDA,MCI,ThreeBDA,NDCI_alt,TwoBDA_alt,MCI_alt,ThreeBDA_a,areasqkm,huc2,region
163,674,7586,NWIS_390046000000000,7/1/2020,39.01269444,-122.698986,Chl,5.75,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",1203,1309,1119,1219,1058,1057,6,0.0427716,1.089365505,68.28,-1057.999927,-0.078253707,0.854851031,-254.8,-1219.00013,436625.32,18,California Region
164,675,7587,NWIS_390046000000000,7/28/2020,39.01269444,-122.698986,Chl,12.4,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",291,455,219,279,142,163,6,0.120481928,1.273972603,19.96,-141.999018,-0.350148368,0.481318681,-362.72,-279.0023684,436625.32,18,California Region
165,676,7588,NWIS_390046000000000,8/12/2020,39.01269444,-122.698986,Chl,29.1,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",234,421,173,192,77,93,6,0.052054795,1.10982659,-30.92,-76.99942799,-0.417508418,0.410926366,-412.88,-192.0034051,436625.32,18,California Region
166,677,7594,NWIS_390046000000000,2/23/2021,39.01269444,-122.698986,Chl,24.45,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",164,274,76,81,29,32,6,0.031847134,1.065789474,-19.44,-28.99918778,-0.565714286,0.277372263,-336.96,-81.00950826,436625.32,18,California Region
167,680,7600,NWIS_390046000000000,4/22/2021,39.01269444,-122.698986,Chl,9.95,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",291,411,182,169,129,124,6,-0.037037037,0.928571429,-40.56,-129.0004227,-0.386172007,0.442822384,-403.24,-169.0030614,436625.32,18,California Region
168,682,7610,NWIS_390046000000000,7/28/2021,39.0130111,-122.7131333,Chl,51.2,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",234,496,216,409,182,192,6,0.3088,1.893518519,175.32,-181.9978154,-0.393258427,0.435483871,-342.64,-409.0026135,436625.32,18,California Region
169,686,7622,NWIS_390059000000000,7/28/2021,39.0164861,-122.7298028,Chl,44.5,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",232,480,208,348,165,163,6,0.251798561,1.673076923,117.64,-164.9980659,-0.395348837,0.433333333,-367.04,-348.0027244,436625.32,18,California Region
170,690,7654,NWIS_390126000000000,6/23/2021,39.02399444,-122.787986,Chl,8.9,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",537,675,459,507,391,414,6,0.049689441,1.104575163,12.64,-390.9997937,-0.19047619,0.68,-336.96,-507.0006972,436625.32,18,California Region
171,691,7730,NWIS_390340000000000,6/23/2021,39.06099444,-122.816986,Chl,10.15,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",377,543,303,361,253,267,6,0.087349398,1.191419142,32,-252.9994698,-0.283687943,0.55801105,-371.04,-361.0014587,436625.32,18,California Region
172,693,7837,NWIS_390538000000000,6/23/2021,39.09399444,-122.846986,Chl,7.65,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",216,304,100,100,52,71,6,0,1,-24.96,-52,-0.504950495,0.328947368,-350.88,-100.0067105,436625.32,18,California Region
173,699,8152,NWIS_391134000000000,9/25/2019,39.19280556,-96.98725,Chl,6.05,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",358,523,407,376,211,219,6,-0.039591315,0.923832924,-132.92,-211.0002026,-0.124731183,0.778202677,-221.84,-376.000545,1349418.5,10,Missouri Region
174,701,8157,NWIS_391134000000000,10/7/2019,39.19280556,-96.98725,Chl,6.8,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",348,545,433,393,178,196,6,-0.04842615,0.907621247,-172.6,-178.0002351,-0.114519427,0.794495413,-221.44,-393.0004746,1349418.5,10,Missouri Region
175,702,8158,NWIS_391134000000000,10/7/2019,39.19280556,-96.98725,Chl,5.5,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",348,545,433,393,178,196,6,-0.04842615,0.907621247,-172.6,-178.0002351,-0.114519427,0.794495413,-221.44,-393.0004746,1349418.5,10,Missouri Region
176,706,8163,NWIS_391134000000000,11/24/2019,39.19280556,-96.98725,Chl,13.3,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",156,356,261,261,59,69,6,0,1,-105.04,-59,-0.153970827,0.733146067,-163.4,-261.0010224,1349418.5,10,Missouri Region
177,709,8162,NWIS_391134000000000,11/24/2019,39.19280556,-96.98725,Chl,18.4,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",156,356,261,261,59,69,6,0,1,-105.04,-59,-0.153970827,0.733146067,-163.4,-261.0010224,1349418.5,10,Missouri Region
178,716,8182,NWIS_391138000000000,9/25/2019,39.19391667,-96.9549444,Chl,5.7,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",349,467,347,328,196,199,6,-0.028148148,0.945244957,-97.52,-196.0001669,-0.147420147,0.743040685,-220.08,-328.0007405,1349418.5,10,Missouri Region
179,725,8192,NWIS_391138000000000,11/24/2019,39.19391667,-96.9549444,Chl,17,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",226,385,281,290,61,95,6,0.015761821,1.03202847,-105.4,-60.99988956,-0.156156156,0.72987013,-172.4,-290.0009613,1349418.5,10,Missouri Region
180,726,8193,NWIS_391138000000000,11/24/2019,39.19391667,-96.9549444,Chl,11.4,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",226,385,281,290,61,95,6,0.015761821,1.03202847,-105.4,-60.99988956,-0.156156156,0.72987013,-172.4,-290.0009613,1349418.5,10,Missouri Region
181,740,8253,NWIS_391149000000000,9/24/2020,39.1968111,-96.9730361,Chl,27.1,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",567,792,609,790,492,501,6,0.129378127,1.297208539,120.16,-491.9996238,-0.130620985,0.768939394,-184.44,-790.0003794,1349418.5,10,Missouri Region
182,748,8258,NWIS_391149000000000,10/16/2020,39.1968111,-96.9730361,Chl,32.1,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",308,538,341,437,156,180,6,0.123393316,1.281524927,-0.2,-155.9993558,-0.224118316,0.633828996,-269.72,-437.0010738,1349418.5,10,Missouri Region
183,763,8288,NWIS_391149000000000,8/25/2021,39.1968111,-96.9730361,Chl,71.2,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",660,909,714,1030,697,732,6,0.181192661,1.442577031,307.16,-696.9995703,-0.120147874,0.785478548,-107.88,-1030.0003,1349418.5,10,Missouri Region
184,765,8298,NWIS_391149000000000,10/21/2021,39.1968111,-96.9730361,Chl,60,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",484,691,505,687,311,307,6,0.152684564,1.36039604,81.12,-310.9994754,-0.155518395,0.730824891,-188.88,-687.000533,1349418.5,10,Missouri Region
185,770,8308,NWIS_391201000000000,9/25/2019,39.20030556,-96.97275,Chl,5.7,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",338,452,336,323,201,211,6,-0.019726859,0.961309524,-83.2,-201.0001198,-0.147208122,0.743362832,-208.88,-323.0007638,1349418.5,10,Missouri Region
186,772,8307,NWIS_391201000000000,9/25/2019,39.20030556,-96.97275,Chl,7.7,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",338,452,336,323,201,211,6,-0.019726859,0.961309524,-83.2,-201.0001198,-0.147208122,0.743362832,-208.88,-323.0007638,1349418.5,10,Missouri Region
187,775,8312,NWIS_391201000000000,10/7/2019,39.20030556,-96.97275,Chl,6.1,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",326,465,384,368,192,185,6,-0.021276596,0.958333333,-115.84,-192.0001132,-0.09540636,0.825806452,-150.84,-368.0004536,1349418.5,10,Missouri Region
188,776,8313,NWIS_391201000000000,10/7/2019,39.20030556,-96.97275,Chl,6.6,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",326,465,384,368,192,185,6,-0.021276596,0.958333333,-115.84,-192.0001132,-0.09540636,0.825806452,-150.84,-368.0004536,1349418.5,10,Missouri Region
189,783,8318,NWIS_391201000000000,11/24/2019,39.20030556,-96.97275,Chl,16.3,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",158,339,250,257,73,65,6,0.013806706,1.028,-85.04,-72.99989105,-0.151103565,0.737463127,-148.04,-257.0010501,1349418.5,10,Missouri Region
190,784,8317,NWIS_391201000000000,11/24/2019,39.20030556,-96.97275,Chl,18.5,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",158,339,250,257,73,65,6,0.013806706,1.028,-85.04,-72.99989105,-0.151103565,0.737463127,-148.04,-257.0010501,1349418.5,10,Missouri Region
191,788,8367,NWIS_391231000000000,9/25/2019,39.2085,-96.9905833,Chl,7.8,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",328,473,339,322,188,216,6,-0.025718608,0.949852507,-95.52,-188.0001557,-0.165024631,0.716701903,-242.72,-322.0008357,1349418.5,10,Missouri Region
192,792,8372,NWIS_391231000000000,10/7/2019,39.2085,-96.9905833,Chl,5.1,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",323,514,403,340,161,166,6,-0.084791386,0.843672457,-188.84,-161.0004598,-0.121046892,0.784046693,-236.28,-340.0005359,1349418.5,10,Missouri Region
193,795,8378,NWIS_391231000000000,11/24/2019,39.2085,-96.9905833,Chl,12.5,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",194,344,259,274,46,53,6,0.028142589,1.057915058,-95.76,-45.99978863,-0.140961857,0.752906977,-135.4,-274.000954,1349418.5,10,Missouri Region
194,796,8377,NWIS_391231000000000,11/24/2019,39.2085,-96.9905833,Chl,19.45,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",194,344,259,274,46,53,6,0.028142589,1.057915058,-95.76,-45.99978863,-0.140961857,0.752906977,-135.4,-274.000954,1349418.5,10,Missouri Region
195,801,8388,NWIS_391231000000000,9/16/2020,39.20849073,-96.98079627,Chl,9.033333333,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",426,697,454,731,646,665,6,0.233755274,1.610132159,376.84,-645.9991653,-0.211120765,0.651362984,-218.52,-731.0007679,1349418.5,10,Missouri Region
196,804,8387,NWIS_391231000000000,9/16/2020,39.20849073,-96.98079627,Chl,89.9,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",426,697,454,731,646,665,6,0.233755274,1.610132159,376.84,-645.9991653,-0.211120765,0.651362984,-218.52,-731.0007679,1349418.5,10,Missouri Region
197,812,8420,NWIS_391240000000000,9/24/2020,39.21115,-96.9939667,Chl,12.8,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",582,802,695,759,464,467,6,0.044016506,1.092086331,-56.12,-463.9998787,-0.071476286,0.866583541,-137.96,-759.000192,1349418.5,10,Missouri Region
198,816,8425,NWIS_391240000000000,10/16/2020,39.21115,-96.9939667,Chl,92.45,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",365,570,407,457,154,187,6,0.05787037,1.122850123,-81.56,-153.9997312,-0.166837257,0.714035088,-244.36,-457.0007026,1349418.5,10,Missouri Region
199,834,8455,NWIS_391240000000000,8/25/2021,39.21115,-96.9939667,Chl,32.9,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",737,933,832,979,684,712,6,0.081170624,1.176682692,70.04,-683.9998195,-0.057223796,0.891747053,-67.88,-979.0001301,1349418.5,10,Missouri Region
200,835,8466,NWIS_391240000000000,10/21/2021,39.21115,-96.9939667,Chl,7.7,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",482,674,527,633,276,274,6,0.09137931,1.20113852,-24.52,-275.9996822,-0.122398002,0.78189911,-176.52,-633.0004139,1349418.5,10,Missouri Region
201,837,8465,NWIS_391240000000000,10/21/2021,39.21115,-96.9939667,Chl,37,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",482,674,527,633,276,274,6,0.09137931,1.20113852,-24.52,-275.9996822,-0.122398002,0.78189911,-176.52,-633.0004139,1349418.5,10,Missouri Region
202,867,8621,NWIS_391332000000000,8/12/2021,39.22545,-97.00305,Chl,15.2,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",531,760,624,926,663,747,6,0.19483871,1.483974359,322.28,-662.9994773,-0.098265896,0.821052632,-16.48,-926.0002868,1349418.5,10,Missouri Region
203,868,8620,NWIS_391332000000000,8/12/2021,39.22545,-97.00305,Chl,92.6,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",531,760,624,926,663,747,6,0.19483871,1.483974359,322.28,-662.9994773,-0.098265896,0.821052632,-16.48,-926.0002868,1349418.5,10,Missouri Region
204,870,8626,NWIS_391332000000000,8/25/2021,39.22545,-97.00305,Chl,26,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",708,937,886,1212,926,990,6,0.155386082,1.367945824,346.8,-925.9996964,-0.027975864,0.945570971,147,-1212.000061,1349418.5,10,Missouri Region
205,874,8625,NWIS_391332000000000,8/25/2021,39.22545,-97.00305,Chl,95.1,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",708,937,886,1212,926,990,6,0.155386082,1.367945824,346.8,-925.9996964,-0.027975864,0.945570971,147,-1212.000061,1349418.5,10,Missouri Region
206,902,8694,NWIS_391340000000000,8/12/2021,39.2279,-97.0094444,Chl,29.6,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",521,720,630,911,720,789,6,0.182349124,1.446031746,327.8,-719.9995104,-0.066666667,0.875,47.52,-911.0001984,1349418.5,10,Missouri Region
207,903,8693,NWIS_391340000000000,8/12/2021,39.2279,-97.0094444,Chl,92.4,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",521,720,630,911,720,789,6,0.182349124,1.446031746,327.8,-719.9995104,-0.066666667,0.875,47.52,-911.0001984,1349418.5,10,Missouri Region
208,908,8699,NWIS_391340000000000,8/25/2021,39.2279,-97.0094444,Chl,35.1,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",677,877,879,1187,979,1043,6,0.149080349,1.35039818,360,-978.9997048,0.001138952,1.002280502,225.2,-1186.999997,1349418.5,10,Missouri Region
209,909,8698,NWIS_391340000000000,8/25/2021,39.2279,-97.0094444,Chl,117,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",677,877,879,1187,979,1043,6,0.149080349,1.35039818,360,-978.9997048,0.001138952,1.002280502,225.2,-1186.999997,1349418.5,10,Missouri Region
210,920,8735,NWIS_393023000000000,7/28/2020,39.50638889,-84.0397222,Chl,9.1,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",205,304,127,112,46,67,6,-0.062761506,0.881889764,-57.12,-46.00105456,-0.410672854,0.417763158,-315.24,-112.0045845,421966.31,5,Ohio Region
211,921,8744,NWIS_393039000000000,7/28/2020,39.5108333,-84.0147222,Chl,11.7,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",207,323,144,130,49,45,6,-0.051094891,0.902777778,-63.4,-49.00074786,-0.383297645,0.445820433,-317.96,-130.0038485,421966.31,5,Ohio Region
212,922,8762,NWIS_393217000000000,7/28/2020,39.5381583,-83.9936111,Chl,14.7,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",272,424,215,225,92,95,6,0.022727273,1.046511628,-53.96,-91.99979328,-0.327073552,0.507075472,-352.28,-225.0022927,421966.31,5,Ohio Region
213,930,9017,NWIS_403859000000000,7/14/2020,40.6499,-74.9312,Chl,11.3,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",688,867,572,584,438,477,6,0.010380623,1.020979021,-57.68,-437.9999641,-0.205003475,0.659746251,-498.76,-584.0005948,276482.71,2,Mid Atlantic Region
214,931,9022,NWIS_403859000000000,9/22/2020,40.6499,-74.9312,Chl,13.75,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",220,295,175,192,117,137,6,0.046321526,1.097142857,-13.16,-116.999494,-0.255319149,0.593220339,-194.16,-192.0023245,276482.71,2,Mid Atlantic Region
215,937,9045,NWIS_403859000000000,11/16/2021,40.6499,-74.9312,Chl,18,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",113,201,151,171,57,73,6,0.062111801,1.132450331,-28.88,-56.99922544,-0.142045455,0.751243781,-71.6,-171.0016474,276482.71,2,Mid Atlantic Region
216,963,9334,NWIS_412038000000000,5/19/2021,41.34404444,-71.9637111,Chl,5.4,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",361,433,303,307,200,187,6,0.006557377,1.01320132,-49.56,-199.999957,-0.176630435,0.699769053,-220.72,-307.0009909,276482.71,2,Mid Atlantic Region
217,965,9340,NWIS_412038000000000,8/25/2021,41.34404444,-71.9637111,Chl,13.25,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",320,349,225,230,175,181,6,0.010989011,1.022222222,-21,-174.9999034,-0.216027875,0.64469914,-209.68,-230.0015791,276482.71,2,Mid Atlantic Region
218,966,9347,NWIS_412141000000000,4/27/2021,41.3614722,-71.96727778,Chl,5.8,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",356,356,301,311,291,299,6,0.016339869,1.033222591,4.8,-290.9998932,-0.083713851,0.845505618,-87.4,-311.0005133,198829.02,1,New England Region
219,967,9348,NWIS_412141000000000,5/19/2021,41.3614722,-71.96727778,Chl,7.3,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",245,302,226,357,193,231,6,0.224699828,1.579646018,113.84,-192.9983763,-0.143939394,0.748344371,-36.4,-357.0011135,198829.02,1,New England Region
220,968,9352,NWIS_412141000000000,7/28/2021,41.3614722,-71.96727778,Chl,5.9,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",945,837,619,634,688,618,6,0.011971269,1.024232633,50.88,-687.9999618,-0.149725275,0.739545998,-364.16,-634.0004208,198829.02,1,New England Region
221,969,9354,NWIS_412141000000000,8/25/2021,41.3614722,-71.96727778,Chl,19,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",413,427,361,426,322,292,6,0.082592122,1.180055402,44.72,-321.9995773,-0.083756345,0.845433255,-66.72,-426.0004282,198829.02,1,New England Region
222,981,9873,NWIS_421830000000000,5/28/2019,42.3082222,-121.8573333,Chl,24.8,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",603,733,655,722,557,558,6,0.0486565,1.102290076,16.04,-556.9998583,-0.056195965,0.893587995,-85.92,-722.0001625,436625.32,18,California Region
223,983,9877,NWIS_421830000000000,6/24/2019,42.3082222,-121.8573333,Chl,99.4,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",316,588,333,625,389,416,6,0.30480167,1.876876877,321.12,-388.998597,-0.276872964,0.566326531,-228.36,-625.0013023,436625.32,18,California Region
224,985,9881,NWIS_421830000000000,7/22/2019,42.3082222,-121.8573333,Chl,96.4,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",373,647,402,920,516,526,6,0.39183056,2.288557214,577.28,-515.9985994,-0.233555767,0.621329212,-48.44,-920.000942,436625.32,18,California Region
225,996,9900,NWIS_421830000000000,6/23/2020,42.3082222,-121.8573333,Chl,78.7,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",254,480,250,405,160,156,6,0.236641221,1.62,108.2,-159.9984691,-0.315068493,0.520833333,-284,-405.0019167,436625.32,18,California Region
226,1002,9911,NWIS_421830000000000,4/27/2021,42.3082222,-121.8573333,Chl,15.7,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",570,759,635,630,376,382,6,-0.003952569,0.992125984,-139.68,-376.0000125,-0.088952654,0.836627141,-216.88,-630.0002573,436625.32,18,California Region
227,1006,9927,NWIS_421830000000000,8/17/2021,42.3082222,-121.8573333,Chl,77,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",770,855,657,825,593,562,6,0.113360324,1.255707763,134.72,-592.9996901,-0.130952381,0.768421053,-219.6,-825.0003525,436625.32,18,California Region
228,1008,9931,NWIS_421830000000000,9/14/2021,42.3082222,-121.8573333,Chl,158,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",195,469,216,548,276,250,6,0.434554974,2.537037037,363.2,-275.9971952,-0.369343066,0.460554371,-196.12,-548.0024974,436625.32,18,California Region
229,1022,9973,NWIS_421935000000000,4/27/2021,42.32638889,-121.9199722,Chl,17.7,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",375,559,393,415,128,130,6,0.027227723,1.055979644,-115.8,-127.9998651,-0.174369748,0.703041145,-269.68,-415.0007556,436625.32,18,California Region
230,1026,9989,NWIS_421935000000000,8/17/2021,42.32638889,-121.9199722,Chl,142,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",673,809,536,774,580,574,6,0.181679389,1.444029851,260.88,-579.9994263,-0.202973978,0.662546354,-298.2,-774.0006296,436625.32,18,California Region
231,1029,10074,NWIS_422042000000000,5/28/2019,42.34475205,-121.8598427,Chl,18.4,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",960,1068,1036,1113,953,981,6,0.035830619,1.074324324,33.84,-952.9999332,-0.015209125,0.970037453,0.4,-1113.000029,436625.32,18,California Region
232,1034,10084,NWIS_422042000000000,7/2/2019,42.34475205,-121.8598427,Chl,140,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",206,426,221,473,187,183,6,0.363112392,2.140271493,234.32,-186.9975893,-0.316846986,0.518779343,-171.16,-473.0021775,436625.32,18,California Region
233,1048,10114,NWIS_422042000000000,5/27/2020,42.34475205,-121.8598427,Chl,15.6,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",676,913,837,863,689,722,6,0.015294118,1.031063321,-50.96,-688.999964,-0.043428571,0.916757941,-112,-863.0000995,436625.32,18,California Region
234,1056,10129,NWIS_422042000000000,4/27/2021,42.34475205,-121.8598427,Chl,13.9,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",548,717,584,598,320,323,6,0.011844332,1.023972603,-123.28,-319.9999599,-0.102229055,0.814504881,-218.68,-598.0003176,436625.32,18,California Region
235,1058,10135,NWIS_422042000000000,6/8/2021,42.34475205,-121.8598427,Chl,10.9,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",571,638,430,394,187,189,6,-0.04368932,0.91627907,-162.36,-187.0002125,-0.194756554,0.673981191,-383.68,-394.0007582,436625.32,18,California Region
236,1060,10145,NWIS_422042000000000,8/17/2021,42.34475205,-121.8598427,Chl,73.7,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",916,968,733,844,645,607,6,0.07038681,1.151432469,65.24,-644.9998206,-0.138154027,0.757231405,-324.28,-844.0003312,436625.32,18,California Region
237,1062,10149,NWIS_422042000000000,9/14/2021,42.34475205,-121.8598427,Chl,159,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",177,448,195,559,315,296,6,0.482758621,2.866666667,426.4,-314.9966607,-0.393468118,0.435267857,-173.08,-559.0028961,436625.32,18,California Region
238,1064,10197,NWIS_422305000000000,5/28/2019,42.3846892,-121.9286044,Chl,29.7,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",787,818,754,810,605,556,6,0.035805627,1.074270557,-21.48,-604.9999083,-0.040712468,0.921760391,-69.76,-810.0001038,436625.32,18,California Region
239,1067,10199,NWIS_422305000000000,6/4/2019,42.3846892,-121.9286044,Chl,7.2,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",208,295,196,193,51,47,6,-0.007712082,0.984693878,-78.4,-51.00007931,-0.201629328,0.66440678,-172.44,-193.0017122,436625.32,18,California Region
240,1068,10207,NWIS_422305000000000,7/2/2019,42.3846892,-121.9286044,Chl,164,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",254,520,286,688,720,689,6,0.412731006,2.405594406,627.68,-719.997957,-0.290322581,0.55,-113.04,-688.0015734,436625.32,18,California Region
241,1077,10227,NWIS_422305000000000,9/10/2019,42.3846892,-121.9286044,Chl,127,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",2311,2231,1762,1777,1582,1358,6,0.004238485,1.008513053,-78.6,-1581.999995,-0.117455547,0.789780368,-795.88,-1777.000119,436625.32,18,California Region
242,1082,10237,NWIS_422305000000000,5/27/2020,42.3846892,-121.9286044,Chl,11.9,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",377,562,436,430,242,260,6,-0.006928406,0.986238532,-106.88,-242.000032,-0.126252505,0.775800712,-221.04,-430.0005142,436625.32,18,California Region
243,1085,10241,NWIS_422305000000000,6/23/2020,42.3846892,-121.9286044,Chl,143,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",211,515,206,698,357,345,6,0.544247788,3.388349515,570.52,-356.9965783,-0.428571429,0.4,-177.24,-698.0029126,436625.32,18,California Region
244,1092,10252,NWIS_422305000000000,4/27/2021,42.3846892,-121.9286044,Chl,11.6,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",396,548,394,390,111,105,6,-0.005102041,0.989847716,-151.16,-111.000026,-0.163481953,0.718978102,-267.76,-390.0007133,436625.32,18,California Region
245,1094,10258,NWIS_422305000000000,6/8/2021,42.3846892,-121.9286044,Chl,12.3,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",708,792,653,781,804,972,6,0.089260809,1.196018377,206.52,-803.999749,-0.096193772,0.824494949,-146.92,-781.0002688,436625.32,18,California Region
